codigoProduto;descricaoProduto;unidadeProduto;NCMProduto
63933;"FACA ORIGINAL LINE 3"" LINHA WOOD UN COD.SL0450";UN;82119210  
63686;SABAO RAZZO GLICERINADO NEUTRO 200GR;UN;34025000  
63551;CADERNETA PAUTA BRANCA 100 X 140MM-48FLS.;UN;48202000  
63888;COLHER MODULINE VAZADA TRAD.REF.027-UN.;UN;39241000  
63941;KIT AVEIA QUAKER FLOCOS GRTS 1 COLHER MED.;UN;11041200  
63692;SAB. FLOR DE YPE SUAVE ROSAS BR.E AVELA 85GR;UN;34011190  
63557;FRALDA BABYSEC JUMBINHO XXG-12UN;UN;96190000  
63890;ESPATULA PARA MASSA MODULINE REF.032-UN.;UN;39241000  
63948;LAVA ROUPAS LIQ.COMFORT FIBER PROTECT 900ML;UN;34022000  
63705;AMIDO DE MILHO KININO CX.200GR;UN;11081200  
63565;PRESERVATIVO OLLA PLAY 3UN.;UN;40141000  
63891;ESPATULA FLEXIVEL MODULINE REF.017-UN.;UN;39241000  
63951;ESCOVA PARA CABELO CONDOR SHANA REF.6821-UN;UN;96032900  
63712;FIAMBRE BOV.BORDON LATA 320GR;UN;16025000  
63584;ALCOOL GEL PACK YOU 70 450GR(500ML);UN;22072019  
63892;ESPATULA RETA MODULINE REF.018-UN.;UN;39241000  
63959;AMACIANTE DE ROUPAS BABY SOFT T.DE CARINHO 5LT;UN;38099190  
63713;FIAMBRE BOV.KITUT LATA 320GR;UN;16021000  
63589;AMENDOIM JAPONES ELMA CHIPS 145GR;UN;20081100  
63912;ALCOOL SPRAY SUPER BOM 400ML;UN;22072019  
63960;AZEITE DE OLIVA EXTRA V.TUNISIANO 2LT;UN;15093000  
63715;SELETA DE LEGUMES QUERO SACHE 170GR;UN;20059900  
63595;SALGADINHO BIRO BIRO PIMENTA MEXICANA 180GR;UN;19059090  
63914;TOALHAS UMED.BABY WIPES 48UN;UN;34011190  
63961;FARINHA DE TRIGO MARIA INES 1KG.;UN;11010010  
63722;FINI GELATINAS TUBES MORANGO 15GR;UN;17049020  
63599;PO DE CAFE SASSARON TRADICIONAL 500GR;UN;09012100  
63918;BALDE ARIPLAS 7LT REF.41;UN;39249000  
63988;BICARBONATO DE SODIO KININO 500GR;UN;28363000  
63723;FINI GELATINAS TUBES UVA 17GR;UN;17049020  
63601;PULVERIZADOR UNILUX PET 500ML;UN;84248990  
63920;ESTOPA COTLIN 200GR;UN;52021000  
63989;BISC.WAFER RANCHEIRO MORANGO 78GR;UN;19053200  
63725;TABUA PARA CARNE MAD LAR 16X35CM REF.033;UN;44199000  
63602;SORVETE MILK MONI LEITINHO TRUFADO TWIST 350ML;UN;21050010  
63923;VASSOURA JULIANA ENCANTO;UN;96039000  
63998;JARRA RED.GIPLAS REF.0602-000 2LT;UN;39241000  
63730;CHOCOLATE NESTLE GALAK 25GR;UN;17049010  
63603;SORVETE MILK MONI PACOCA COM CHOC.TWIST 350ML;UN;21050010  
63937;MOLHO COQUEIRO ERVAS COM ATUM CX.170GR;UN;16041410  
64001;COND.SEDA COLAGENO + VITAMINA C 325ML;UN;33059000  
63736;SAB.CLOY BEAUTY BAR SELECTIONS 6 DE 80=480GR;UN;34011190  
63616;REFRIGERANTE FANTA GUARANA PET.2LT.(RETORNAVEL);UN;22021000  
63940;BISC.VITARELLA DELICITA INTEGRAL 420GR;UN;19053100  
64011;SACO PARA LIXO ECOLIXO 30LT/6KG;UN;39232190  
63737;SAB.CLOY BEAUTY BAR MILK CARE 6 DE 80=480GR;UN;34011190  
63620;REFRIGERANTE MOGI GUARANA PET 2LT;UN;22021000  
63944;IOGURTE NESTLE LIQ.VITAMINAS 900GR;UN;04032000  
64027;DOG CHOW PURINA NESTLE AD.MINI S.CARNE SACHE 100GR;UN;23099010  
63745;FARINHA DE TRIGO ROSA BRANCA 1KG;UN;11010010  
63623;REFRIGERANTE MOGI ABACAXI PET 250ML;UN;22021000  
63945;MASSA PARA LASANHA MEZZANI TRAD.500GR;UN;19021100  
64037;BEBIDA VODKA ASKOV FUN FUN PET.500ML;UN;22086000  
63746;DESINF.LYSOFORM AERO LEMBRANCAS DA INF.360ML;UN;38089419  
63626;CIGARRO ROTHMANS BLUE SIG.OF LONDON 20UN.;UN;24022000  
63949;SAB.NIVEA LIQ.ERVA DOCE REFIL 200ML;UN;34013000  
64038;HINOMOTO SHOYU LIGHT 200ML;UN;21031010  
63748;PAPEL TOALHA SNOB HIPER 19 X 22CM- 2UN.;UN;48189090  
63628;MAC.STA AMALIA COM OVOS TAGLIATELLE 500GR;UN;19021100  
63976;CREME VEGETAL BECEL ORIGINAL SEM SAL 500GR;UN;15179090  
64039;ARROZ ARBORIO PARA RISOTO PILECCO NOBRE 1KG;UN;10063021  
63777;IOG.BATAVO CAMADA FRUTAS VERM.100GR;UN;22029900  
63660;BLOCO DE ESPUMA FLASH LAVE COD.810-UN;UN;68053090  
63984;CADERNO PAUTA BRANCA UAU FEM.140 X 202MM-96FLS.;UN;48202000  
64043;ESCOVA D.DENTIL BLACK SENSITIVE MACIA PREMIUM UN;UN;96032100  
63788;BISC.ESTRELA RECH.MORANGO 130GR;UN;19053100  
63665;PEIXE SARDINHA SALG.ROCHA 400GR;UN;03038114  
63994;PILAO DE MADEIRA CATUAI REF.3749;UN;44190000  
64046;CREME DE QUEIJO QUATA TRAD.POTE 180GR;UN;04063000  
63791;AMAC.DE ROUPAS MON BIJOU INTENSE 2LT.;UN;38099190  
63672;PORTA FILTRO CAFE 103 COA FACIL UN.;UN;39241000  
64008;QUEIJO PRATO AVIACAO 150GR;UN;04069020  
64049;CIGARRO LUCKY STRIKE OR.BLEND RED MACO 20UN.;UN;24022000  
63799;"FACA CORNETA DY BY DAY INOX 10"" COD.75.535.10";UN;82119210  
63679;BEBIDA COQUETEL TEQUI LOKA GOLD VD.1LT;UN;22089000  
64009;SACO PARA LIXO ECOLIXO 50LT/10KG;UN;39232190  
64062;LAVA ROUPAS EM PO COMFORT FIBER CX.1,6KG;UN;34022000  
63800;CREME HID.LANURA PES E MAOS 240GR;UN;33072090  
63683;BALA TOFFANO CAFE GOLD 500GR;UN;17049020  
64018;GRAO DE BICO FUGINI SACHE 290GR;UN;20059900  
64083;AMAC.DE ROUPAS DOWNY LIRIO DO CAMPO CONC.500ML;UN;38099190  
63810;ESPONJA DE ACO FLASH 1UN/17GR;UN;73231000  
63689;BEBIDA LACTEA TODDYNHO LEVINHO CX.200ML;UN;04039000  
64019;BISC.KID LAT RECH.CHOCOLATE 137GR;UN;19053100  
64087;CERVEJA ANTARCTICA SUBZERO LATA 269ML;UN;22030000  
63811;FUNIL PEQ.ALVES REF.099;UN;39241000  
63695;SAB. FLOR DE YPE SUAVE FLOR DE MACA E FRAMB.85GR;UN;34011190  
64026;PIRULITO ARCOR BIG BIG 12GR;UN;17049090  
64088;FORMA PIZZA RED.ALUMINIO REDAR REF.911;UN;76151000  
63813;DOCE DIN DAN PE DE MOCA 55GR;UN;20079990  
63716;IOGURTE LIQ.PAULISTA MORANGO 170GR;UN;04032000  
64033;BRIOCHE PANCO TRAD.250GR;UN;19052090  
64091;MOLHO DE TOMATE POMAROLA TRAD.SACHE 320GR;UN;21032010  
63828;BEBIDA ALC.MISTA TOPO CHICO MOR.E GOIABA LT 310ML;UN;22030000  
63726;SECADOR NIQUELARD PRINCESA CROMADO REF.100;UN;73239900  
64035;CERVEJA WIENBIER 55 PILSEN LATA 473ML;UN;22030000  
64093;ACHOC.TODDY PROMO 800GR + CACAUZERA 300GR+COPO;UN;18069000  
63840;BISC.NESTLE SAO LUIZ RECH.MORANGO 130GR;UN;19053100  
63751;ANTISSEP.B.LISTERINE MENTA ZERO ALC.500ML;UN;33069000  
64042;GEL DENTAL DENTIL SENSITIVE MENTA 90GR;UN;33061000  
64095;CAFE SEGAFREDO ZANETTI SELECTION 500GR;UN;09012100  
63843;CHOPP HEINEKEN 5,00LT;UN;22030000  
63754;CR.DENTAL ORAL-B 100% MENTA 70GR;UN;33061000  
64070;CHINELO BEIRA RIO GORGURAO PRETO BR SPORT 41;UN;64022000  
64118;SUCO PRONTO IZZY NECTAR DE ABACAXI CX.1LT.;UN;22029900  
63851;FINI GELATINAS BEIJOS BANANAS 15GR;UN;17049020  
63755;FONE DE OUVIDO VIRGILI P110 COM MICROF.REF.800190;UN;85183000  
64076;COPOS MARACATU 6UN;UN;70133700  
64119;SUCO PRONTO IZZY NECTAR UVA CX.200ML;UN;22029900  
63854;SALG.PINGOOL PINGOLITOS PRESUNTO 50GR;UN;19041000  
63757;LAVA ROUPAS EM PO OMO SPORTS CX.1,600GR;UN;34022000  
64084;SALG.TORCIDA SAB.CAMARAO COM PIMENTA 70GR;UN;19059090  
64127;BISC.COOKIES NESTLE NESCAU CHOC.DUO 60GR;UN;19053100  
63863;DOCE BIRO-BIRO BANANA SAB.MORANGO 140GR;UN;20079999  
63760;GEL ANTISSEPTICO HIG.ASSEPTGEL 1KG;UN;38089429  
64090;PULVERIZADOR ARIPLAS 500ML REF.333;UN;39249000  
64132;FRALDA PAMPERS TOTAL CONFORT SEC M-24UN.;UN;96190000  
63864;RODO PLAST.VIP 40CM COD.367;UN;96039000  
63762;AROMATIZANTE DE AMBIENTE TRIEX LAVANDA 140ML;UN;33012911  
64092;COXINHA FRANGO COM REQ.ICE MINAS 1KG;UN;16023230  
64134;BISNAGUINHA BAUDUCCO 260GR;UN;19059090  
63865;SOBR.LAC.RESERVA DE MINAS COCADA CR.VD.650GR;UN;20079990  
63775;IOG.BATAVO DUO ABACAXI COM COCO 100GR;UN;22029900  
64099;PORTA FILTRO CAFE INJETEMP REF.10.92.00;UN;39241000  
64135;SALG.TORCIDA CALABRESA 70GR;UN;19059090  
63870;AP.PR.GILLETTE 2 ULTRAGRIP SENSITIVE 2UN.;UN;82121020  
63780;DESINFETANTE MINUANO FLORAL 2LT.;UN;38089419  
64100;GELATINAS FINI ESCOVINHA 90GR;UN;17049020  
64139;FEIJAO PRETO GRAO DA ROCA 1KG.;UN;07133319  
63873;MARSHMALLOWS FINI TORCAO ROSA 250GR;UN;17049020  
63783;IOGURTE NESTLE POLPA MORANGO BDJ.540GR;UN;04032000  
64104;OLEO DE MILHO SINHA 900ML;UN;15152910  
64141;CHOCOLATE TRENTO DUO 32GR;UN;19053200  
63874;PAPEL HIG.COTTON DELUXE FL.DP.30M/LEV.16 PG.15UN.;UN;48181000  
63790;BISC.ESTRELA RECH.CHOCOLATE 130GR;UN;19053100  
64109;CIGARRO LUCKY STRIKE NOW SHOWING MACO 20UN.;UN;24022000  
64144;ESCOVA DENTAL DENTIL SOFT CLEAN MEDIA  UN;UN;96032100  
63875;SAB.FLOR DE YPE SUAVE GARDENIA E ARGAN 85GR;UN;34011190  
63795;LIXEIRA RECICLAVEL ARQPLAST REF.25436-21LT.;UN;39249000  
64116;BISC.NESTLE BONO RECH.CHOCOLATE 100GR;UN;19053100  
64149;PROTETOR SOLAR BANANA BOAT ULTRA DEF.FPS 30 118ML;UN;33041000  
63879;PAO DE ALHO MEZZANI 310GR;UN;19052090  
63801;ALCOOL EM GEL DA MAZA LAVANDA 46,2 INPM 500GR;UN;38089429  
64124;PRENDEDOR DE ROUPA MAD.QUATRO ESTACOES 12UN.;UN;44219900  
64162;LIMPADOR UAU PERFUMES BRISA & FRESCOR 500ML;UN;34022000  
63897;POTE PLASUTIL RET.DEC.REF.3844-3LT;UN;39241000  
63807;COND.DARLING TILIA 350ML;UN;33059000  
64143;BALAS FINI FRUTIE 70GR;UN;17049020  
64163;BISC.NESTLE PASSATEMPO RECH.BATON AO LEITE 96GR;UN;19053100  
63909;LOCAO HIDR.SKALA LEITE DE ARROZ E ROSAS 400ML;UN;33072090  
63831;CADERNO FORONI POP COLLECTION 200 X 275MM 200FLS;UN;48202000  
64152;FEIJAO PRETO CARRETEIRO 1KG;UN;07133321  
64164;CHOCOLATE NESTLE CLASSIC AO LEITE 25GR;UN;18063210  
63913;COND.DOVE HIDRA-LISO 200ML;UN;33059000  
63839;BISC.NESTLE SAO LUIZ RECH.CHOCOLATE 130GR;UN;19053100  
64154;SUCO PRONTO DE MACA E MARACUJA PANIZZON VD.1,5LT.;UN;20097100  
64167;BEBIDA DE FRUTA CY SAB.MANGA CX.1LT;UN;20096100  
63928;DESENGRIPANTE INDY MULTIUSO CRYL 300ML;UN;27101932  
63860;CHICLE DE BOLA BIG BIG UN.;UN;17041000  
64174;TOALHA DE PAPEL KITCHEN JUMBO LEVE 360 PG.330FLS.;UN;48189090  
64168;TORRONE MONTEVERGINE CASTANHA DE CAJU 90GR;UN;20079990  
63936;BEB.CACHACA CABARE OURO VD.700ML;UN;22084000  
63876;SAB.FLOR DE YPE SUAVE BAUNILHA E AMENDOAS 85GR;UN;34011190  
64179;MARGARINA DELICIA SUPREME COM CR.DE LEITE 500GR;UN;15171000  
64178;CHOC.BIS LACTA XTRA BLACK 45GR;UN;19053200  
63953;OLEO DES.PAIXAO AMENDOAS TENTADORA 100ML;UN;33072090  
63894;PEGADOR MODULINE TRAD.REF.034-UN.;UN;82159910  
64182;DOCE BIRO-BIRO RAPADURA DE AB.400GR;UN;20079999  
64195;LAMPADA GALAXY LED BIVOLT 20W 6500K REF.4200A;UN;85395200  
63955;COND.ELSEVE LOREAL HIDRA HIALURONICO 200ML;UN;33059000  
63895;POTE PLASUTIL QUADRADO DEC.REF.3850-1,1LT;UN;39241000  
64183;DOCE BIRO-BIRO RAPADURA NATURAL 400GR;UN;20079999  
64199;ARROZ S.LUCAS TIPO 1 5KG;UN;10063021  
63980;CIGARRO EITY RED BOX 20UN;UN;24022000  
63901;LOCAO HIDR.SKALA OLEO DE ARGAN 400ML;UN;33072090  
64196;SABONETE CLOY BEAUTY GINGER & LEMON CX.80GR;UN;34011190  
64202;AMENDOIM RUNNER KININO 250GR;UN;12024200  
63985;CADERNO PAUTA BRANCA ROX MASC.140 X 202MM-96FLS.;UN;48202000  
63929;GELELE SLIME PRINCESAS 152GR;UN;95030099  
64207;FEIJAO PRETO QUERO CX.340GR;UN;07133399  
64204;COMPOSTO LACTEO NINHO INST. LATA 380GR;UN;19011010  
63986;MISTURA PARA PURE DE BATATAS KININO 160GR;UN;11051000  
63935;REFRIGERANTE ANTARCTICA GUARANA PET 200ML;UN;22021000  
64212;LIXEIRA C/PEDAL7L ARQUIPLAST;UN;39249000  
64210;CANECAO ALUMINIO N14;UN;76151000  
64003;SHAMPOO SEDA COLAGENO + VITAMINA C 325ML;UN;33051000  
63946;PAO DE QUEIJO MEZZANI TRAD.400GR;UN;19012000  
64216;TESOURA INOX N.7 CATUAI;UN;82130000  
64226;DOCE BIRO-BIRO RAPADURA COM MAMAO 400GR;UN;20079999  
64004;KIT LAVA ROUPAS LIQ.BRILHANTE LIMPEZA T.+ REFIL;UN;34025000  
63947;VINHO TINTO DE MESA CANCAO TINTO SECO VD.750ML;UN;22042100  
64220;CHICLE PLUTONITA LINGUA ACIDA CX.200GR-40UN.;UN;17041000  
64227;PE DE MOLEQUE BIRO BIRO PICADINHO 200GR;UN;19019020  
64014;GARRAFA SQUEEZE PLASDURAN REF.470833 550ML;UN;39249000  
63957;TOALHAS UMED.ISABABY 50UN;UN;34011900  
64223;BEBIDA DE FRUTA CY SAB.GOIABA CX.1LT;UN;20096100  
64234;KETCHUP VAL TRADICIONAL 400GR;UN;21032010  
64016;SORVETE JUNDIA GRANDCONE FASCINO TRUF.70GR;UN;21050010  
63971;MAC.RENATA CARACOLINO SEMOLA C/OVOS 500GR.;UN;19021100  
64238;DESINFETANTE HIGEO PINHO 2LT;UN;38089419  
64240;BISC.NESTLE NESFIT DELICE  140GR;UN;19053100  
64023;FINI GELATINAS AMORAS 15GR;UN;17049020  
63972;PRATO TERMICO GUFANI REF.1216/UN.;UN;39239000  
64239;CIGARRO CHESTERFIELD TERRAS BRASILEIRAS BLUE BOX 2;UN;24022000  
64249;AMASSADOR DE LEGUMES PLASUTIL REF.9608;UN;76151000  
64024;PIRULITO ARCOR BIG BIG MORANGO 50UN-600GR;UN;17049090  
63973;CHOCOLATE TRENTO MINI MIX AO LEITE 40GR;UN;19053200  
64242;BALA DE GOMA DOLCILE CORACAO 70GR;UN;17049020  
64253;BATATA FRITA FRITOP CHURRASCO 50GR;UN;20052000  
64028;MACARRAO PEROCCO COM OVOS SPAGUETTI 1KG;UN;19021900  
63982;CADERNO PAUTA BRANCA ROX MASC.140 X 202MM-48 FLS.;UN;48202000  
64243;GOMA TRIDENT MAX HORTELA 16,5GR;UN;21069050  
64258;CHOC.DIPILOKO! SURPRISE ANINAL 11GR;UN;18069000  
64030;AZEITE DE OLIVA OLIVEIRA DA SERRA OR.EX.VIRGEM VD.;UN;15091000  
63991;BISC.PIRAQUE ROLADINHO GOIABINHA 75GR;UN;19053100  
64246;OVO CAIPIRA FONTE PLATINA 10UN;UN;04071100  
64264;SALGADINHO CHEETOS REQUEIJAO 75GR;UN;19041000  
64048;QUEIJO RALADO QUATA 50GR;UN;04062000  
63993;AMASSADOR DE BATATA CATUAI UN;UN;76151000  
64254;BATATA FRITA FRITOP CEBOLA E SALSA 50GR;UN;20052000  
64276;ERVILHA PREDILECTA SACHE 170GR;UN;20054000  
64063;BISC.NESTLE PASSATEMPO RECH.GALAK 96GR;UN;19053100  
64002;SH.DOVE RITUAL ALIVIO REFRESCANTE 200ML;UN;33051000  
64255;BATATA FRITA FRITOP TRADICIONAL 50GR;UN;20052000  
64280;POTE ORGANIZADOR JAGUAR RET.REF.6038MO 220ML;UN;39249000  
64102;CR.DENTAL COLGATE SENSITIVE PRO ALIVIO IMED.60GR;UN;33061000  
64007;QUEIJO MUSSARELA AVIACAO 150GR;UN;04061010  
64268;FRALDA PAMPERS SUPERSEC M.-30+2UN.;UN;96190000  
64294;GELATINA KININO ZERO ABACAXI 15GR;UN;21069029  
64103;PAPEL HIG.NEVE SUPREME 20M F.TRIPLA LEVE 12 PG.11;UN;48181000  
64017;SUSPIRO PREMIERE MORANGO 150GR;UN;20079990  
64271;QUEIJO RALADO JOAO & MARIA PARMESAO FIAPOS 50GR;UN;04062000  
64311;QUEIJO PRATO PRESIDENT FATIADO 150GR;UN;04061010  
64112;DES.AERO ABOVE MEN CANYON 150ML;UN;33072010  
64020;BISC.KID LAT RECH.LEITE COM CHOCO.137GR;UN;19059020  
64274;NESCAFE TRADICAO FORTE SACHE 40GR;UN;21011110  
64318;FONDANT DE LEITE BIRO-BIRO BDJ.160GR;UN;19019020  
64113;ACUCAR CRISTAL SANTA ISABEL 1KG;UN;17011400  
64021;MAC.BASILAR PENNE SEMOLADO 500GR;UN;19021900  
64281;CESTINHA EMP.JAGUAR REF.2848;UN;39249000  
64330;DESCANSO DE PANELAS MAD LAR REF.159;UN;44190000  
64121;SUCO PRONTO IZZY NECTAR LARANJA CX.200ML;UN;22029900  
64041;CAIXA TERMICA SOPRANO TROPICAL 28LT;UN;39231090  
64285;HASTES FLEX.LEVOE 75UN;UN;56012190  
64336;SALADEIRA NOVA ERA OVAL DECOR.3,4LT;UN;39241000  
64126;BISC.COOKIES NESTLE NESCAU CHOCOLATE 60GR;UN;19053100  
64050;ALHO FRITO GRAMENSE 90GR;UN;07129090  
64287;TOALHAS UMED.LEVOE 48UN;UN;34011190  
64337;PORTA SABAO E DETERGENTE HOME PLAST REF.791;UN;39241000  
64147;LIMPADOR CIF PERFUMES JASMIM DO HIMALAIA 450ML;UN;34022000  
64052;ACHOC.EM PO SANTA AMALIA SACHE 1,01KG;UN;18069000  
64289;PAPRICA DEFUMADA EM PO KININO 20GR;UN;09042200  
64344;PEIXE SARDINHA ESPALMADA 4 MARES 800GR;UN;03038114  
64153;AZEITONA VERDE CAMPO BELO S/ CAROCO SACHE 150GR;UN;20057000  
64056;CERVEJA ANTARCTICA  VD.300ML(RETORNAVEL);UN;22030000  
64290;CHOC.TRENTO BITES DARK 40GR;UN;19053200  
64346;ENERG.LONG ONE DRINK PET 2LT;UN;22029900  
64157;CIGARRO MARLBORO BOX GOLD SELECT 20UN;UN;24022000  
64057;SABONETE PROTEX DUO PROTECT 85GR;UN;34011190  
64303;COPO DESC.COPOMAIS 180ML-100UN;UN;39241000  
64356;ASSA RAPIDO MELLO 45CM X 4MT;UN;39204390  
64158;BISC.NESTLE BONO RECH.MORANGO 100GR;UN;19053100  
64071;CHINELO BEIRA RIO GORGURAO PRETO BR SPORT 39;UN;64022000  
64310;PATE LEVBEM SAB.PEITO DE PERU 200GR;UN;16042010  
64376;AMACIANTE PARA ROUPAS NETZ ORIGINAL 2LT;UN;38099190  
64160;SABONETE CLOY LAVANDA CUIDADO RELAX.CX.80GR;UN;34011190  
64073;CHINELO BEIRA RIO GORGURAO PRETO BR SPORT 43;UN;64022000  
64315;CERVEJA STELLA ARTOIS BELGIUM LAGER B.LT.350ML;UN;22030000  
64377;KIT DOVE 1 SH.400ML+ 1 COND.200ML RITUAL REPAR.;UN;33051000  
64172;DOCE BIRO-BIRO RAPADURA AB. E CIDRA 400GR;UN;20079999  
64078;DOCE DE LEITE LUANA 300GR;UN;19019090  
64316;COCADA BIRO-BIRO BRANCA BDJ.160GR;UN;20079990  
64378;ERVILHA E MILHO QUERO SACHE 170GR;UN;20058000  
64175;CIGARRO CHESTERFIELD TERRAS BRASILEIRAS OR.BOX 20U;UN;24022000  
64082;AZEITONA VERDE CAMPO BELO FAT.SACHE 150GR;UN;20057000  
64320;ACHOC.EM PO NESCAU NESTLE SACHE 730GR;UN;18069000  
64380;AMACIANTE DE ROUPAS QBOA CARINHO 500ML;UN;38099190  
64206;MINI BOLINHA DE QUEIJO HUM BOCADO 1KG;UN;19059090  
64085;MAC.ESTRELA ESPAGUETE SEMOLA 500GR;UN;19021900  
64323;CREME DUCREM SABOR NAPOLITANO 10GR;UN;18063210  
64396;APAR.BARBEAR GILLETTE PRES.ULTRAGRIP LEVE 4 PG.3UN;UN;82121020  
64208;CESTO ANTARES TELADO 30LT;UN;39249000  
64089;FUNIL TRITEC PLAST.GRANDE REF.445;UN;39241000  
64328;CHICLE DE BOLA OLHOS SUKEST ZONE 8GR;UN;17049010  
64407;AZEITONA VALE FERTIL S/ CAROCO PREMIUM MANZ.VD.280;UN;20057000  
64225;DOCE BIRO-BIRO RAPADURA COM GENGIBRE 400GR;UN;20079999  
64097;IOGURTE BATAVO LIQ.ZERO MORANGO 1,150G;UN;04032000  
64339;VASSOURA DONNA LIMPAMANIA;UN;96039000  
64423;BEB.SHEFA NECTAR SAB.LARANJA CX.200ML;UN;22029900  
64232;DOCE BIRO BIRO FIGO VD.400GR;UN;20087090  
64101;MARSHMALLOWS FINI CAMPING 80GR;UN;17049020  
64342;SALGADINHO STIKSY ELMA CHIPS CLASSICOS 48GR;UN;19059090  
64424;BEB.SHEFA NECTAR SAB.PESSEGO CX.200ML;UN;22029900  
64233;DOCE BIRO BIRO ABOBORA COM COCO VD.400GR;UN;20089900  
64111;CREME P/ PENTEAR ELSEVE HIDRA HIALURONICO 250ML;UN;33059000  
64352;MARGARINA DELICIA SUPREME COM SAL 250GR;UN;15171000  
64434;CHINELO HAVAIANAS TOP ANIMALS ROSA CRISTAL 37/38;UN;64022000  
64235;MANTEIGA PRESIDENT COM SAL 200GR;UN;04051000  
64123;BISC.WAFER MABEL CHOCOLATE 115GR;UN;19053200  
64355;PAPRICA DEFUMADA EM PO KININO GOURMET 100GR;UN;09042200  
64435;CHINELO HAVAIANAS TOP ANIMALS ROSA CRISTAL 35/36;UN;64022000  
64244;GOMA TRIDENT MAX MENTA BLUEBERRY 16,5GR;UN;21069050  
64129;SORVETE JUNDIA GRANDCONE CARAMELT 70GR;UN;21050010  
64364;PRENDEDOR PARA ROUPAS QUATRO ESTACOES MAD.12UN;UN;44219900  
64438;CHINELO HAVAIANAS SLIM ORGANIC PR.CINZA 39/40;UN;64022000  
64252;IOGURTE BATAVO CEREAL 1.15KG;UN;04032000  
64140;EXTRATO DE TOMATE ELEFANTE PT 310GR;UN;20029000  
64367;TIRA MANCHAS EM PO VANISH CRYSTAL WHITE 120GR;UN;34025000  
64443;CHINELO HAVAIANAS SLIM ORGANIC DOUR.GOLDEN 39/40;UN;64022000  
64270;QUEIJO RALADO JOAO & MARIA PARMESAO FINO 50GR;UN;04062000  
64145;TOALHAS UMED.ISABABY LEVE 100 PAGUE 90UN.;UN;34011900  
64370;ALCAPARRAS HEMMER SACHE 100GR;UN;20019000  
64451;MAC.PETYBON OVOS PARAFUSO 500GR;UN;19021100  
64286;ALGODAO LEVOE HIDROFILO CX.50GR;UN;30059090  
64146;FARINHA DE TRIGO JOAO & MARIA 1KG;UN;11010010  
64379;AMACIANTE DE ROUPAS BABY SOFT T.DE CARINHO 1,8LT;UN;38099190  
64452;MAC.PETYBON OVOS ESPAGUETE 500GR;UN;19021100  
64288;COENTRO EM PO KININO 30GR;UN;09092200  
64169;TACA DE VINHO 260ML NADIR;UN;70132800  
64382;CIGARRO LUCKYES ST. RED ORIG.150 YEARS MACO 20UN.;UN;24022000  
64454;DES.EM CREME HERBISSIMO FRESH 55GR.;UN;33072090  
64295;GELATINA KININO ZERO MORANGO 15GR;UN;21069029  
64184;LEITE EM PO NINHO INTEGRAL LATA 380GR;UN;04022110  
64383;CIGARRO ROTHMANS OF LOND.CLASSIC BLUE BOX 20UN.;UN;24022000  
64462;BALDE ARQPLAST N.20-REF.BF20;UN;39249000  
64296;GELATINA ZERO DE UVA KININO 15GR;UN;21069029  
64185;CHANTILLY FLEISCHMANN CX.200ML;UN;21069090  
64397;CERVEJA ANTARCTICA SUBZERO VD.300ML(RETORNAVEL);UN;22030000  
64470;PAO WICKBOLD DO FORNO AUSTRALIANO INT.500GR;UN;19059010  
64301;BISC.RECHEADO OREO CHOC.C/BAUNILHA 36GR;UN;19053100  
64186;VEICULO FIAT PALIO ESS.1.6 FLEX ANO 2013-MOD.2013 ;UN;87032310  
64399;AGUA DE COCO QUADRADO SAB.MARACUJA CX.200ML;UN;20098921  
64472;CHOC.GAROTO SERENATA DE AMOR BARRA 90GR;UN;18063210  
64312;QUEIJO CHEDDAR PROCESSADO FATIADO 120GR;UN;04063000  
64191;BEB.VINHO TINTO SECO SANGUE DE BOI VD.750ML;UN;22042100  
64400;SUCO DE UVA AURORA INTEGRAL GAS.VD.275ML;UN;20096100  
64486;SORVETE PICOLE MILK MONI GROSELHA 62GR;UN;21050010  
64331;LIXEIRA DE PIA ERCAPLAST REF.142 3,5LT;UN;39241000  
64192;LEITE FERM.D.ACTIVIA MORANGO ZERO 170GR;UN;04039000  
64405;BEB.CACHACA CHAPEU DE PALHA ADOCADA PET 500ML;UN;22084000  
64492;EMB.FREEZER BRICOLEX 19,5 X 34CM 50UN-2LT;UN;39232190  
64335;SABONETEIRA ERCAPLAST REF.1364;UN;39241000  
64193;EMB.PLAS.PRATSY FREEZER & MICRO.23 X 36CM-3LT;UN;39204392  
64409;ACHOC.PRONTO ITALAC MORANGO CX.200ML;UN;22029900  
64507;LIMPA PNEUS STARLUX 500ML;UN;34029019  
64338;POTE RED.COM TAMPA HOME PLAST REF.699 2LT;UN;39241000  
64213;LIXEIRA C/ CLICK 9L ARQPLAST;UN;39249000  
64413;DESINF.LYSOFORM AERO ORIGINAL 360ML;UN;38089419  
64512;CERVEJA PURO MALTE PILSEN  LATA 269ML;UN;22030000  
64353;GORDURA VEGETAL PRIMOR 500GR;UN;15162000  
64222;BEBIDA DE FRUTA CY SAB.PESSEGO CX.1LT;UN;20096100  
64431;SUCO DE UVA JOAO & MARIA INTEGRAL VD.1.5LT.;UN;20096100  
64518;AGUA DE COCO MAGUARY FRUIT SHOOT 150ML;UN;20098000  
64362;ALCOOL LIQ.SANDEMIX 90 INPM 1LT (USO E CONSUMO);UN;22071090  
